証券コード,会社名,基準日,区分,株主数,所有株式数_単元,割合
3175,株式会社エー・ピーホールディングス,2026-03-31,金融商品取引業者,11,384,0.30
3175,株式会社エー・ピーホールディングス,2026-03-31,その他の法人,168,"13,548",10.52
3175,株式会社エー・ピーホールディングス,2026-03-31,外国法人等 個人以外,8,135,0.10
3175,株式会社エー・ピーホールディングス,2026-03-31,外国法人等 個人,89,223,0.17
3175,株式会社エー・ピーホールディングス,2026-03-31,個人その他,"26,205","114,490",88.9
3175,株式会社エー・ピーホールディングス,2026-03-31,計,"26,481","128,780",100.00
3175,株式会社エー・ピーホールディングス,2026-03-31,単元未満株式の状況(株),,"5,150",
3176,三洋貿易株式会社,2025-09-30,政府及び地方公共団体,,,
3176,三洋貿易株式会社,2025-09-30,金融機関,15,"90,367",31.22
3176,三洋貿易株式会社,2025-09-30,金融商品取引業者,22,"7,020",2.42
3176,三洋貿易株式会社,2025-09-30,その他の法人,68,"38,637",13.34
3176,三洋貿易株式会社,2025-09-30,外国法人等 個人以外,92,"41,010",14.17
3176,三洋貿易株式会社,2025-09-30,外国法人等 個人,26,62,0.02
3176,三洋貿易株式会社,2025-09-30,個人その他,"6,604","112,400",38.83
3176,三洋貿易株式会社,2025-09-30,計,"6,827","289,496",100.00
3176,三洋貿易株式会社,2025-09-30,単元未満株式の状況(株),,"58,108",
3177,株式会社ありがとうサービス,2026-02-28,政府及び地方公共団体,,,
3177,株式会社ありがとうサービス,2026-02-28,金融機関,2,13,0.14
3177,株式会社ありがとうサービス,2026-02-28,金融商品取引業者,15,572,6.04
3177,株式会社ありがとうサービス,2026-02-28,その他の法人,23,"3,498",36.95
3177,株式会社ありがとうサービス,2026-02-28,外国法人等 個人以外,15,230,2.43
3177,株式会社ありがとうサービス,2026-02-28,外国法人等 個人,6,8,0.08
3177,株式会社ありがとうサービス,2026-02-28,個人その他,"1,272","5,147",54.36
3177,株式会社ありがとうサービス,2026-02-28,計,"1,333","9,468",100.00
3177,株式会社ありがとうサービス,2026-02-28,単元未満株式の状況（株）,,"6,800",
3178,チムニー株式会社,2026-03-31,政府及び地方公共団体,,,
3178,チムニー株式会社,2026-03-31,金融機関,,,
3178,チムニー株式会社,2026-03-31,金融商品取引業者,13,30,0.0
3178,チムニー株式会社,2026-03-31,その他の法人,210,"136,653",70.7
3178,チムニー株式会社,2026-03-31,外国法人等 個人以外,23,"3,504",1.8
3178,チムニー株式会社,2026-03-31,外国法人等 個人,30,56,0.0
3178,チムニー株式会社,2026-03-31,個人その他,"18,801","53,122",27.5
3178,チムニー株式会社,2026-03-31,計,"19,077","193,365",100.0
3178,チムニー株式会社,2026-03-31,単元未満株式の状況（株）,,"4,300",
3179,シュッピン株式会社,2026-03-31,政府及び地方公共団体,,,
3179,シュッピン株式会社,2026-03-31,金融機関,9,"28,982",13.59
3179,シュッピン株式会社,2026-03-31,金融商品取引業者,21,"6,813",3.19
3179,シュッピン株式会社,2026-03-31,その他の法人,203,"16,361",7.67
3179,シュッピン株式会社,2026-03-31,外国法人等 個人以外,90,"102,096",47.87
3179,シュッピン株式会社,2026-03-31,外国法人等 個人,37,265,0.12
3179,シュッピン株式会社,2026-03-31,個人その他,"21,287","58,786",27.56
3179,シュッピン株式会社,2026-03-31,計,"21,647","213,303",100.00
3179,シュッピン株式会社,2026-03-31,単元未満株式の状況(株),,"23,991",
3180,株式会社ビューティガレージ,2026-04-30,政府及び地方公共団体,,,
3180,株式会社ビューティガレージ,2026-04-30,金融機関,8,"15,140",11.885
3180,株式会社ビューティガレージ,2026-04-30,金融商品取引業者,22,"2,190",1.719
3180,株式会社ビューティガレージ,2026-04-30,その他の法人,75,"5,669",4.45
3180,株式会社ビューティガレージ,2026-04-30,外国法人等 個人以外,52,"25,609",20.103
3180,株式会社ビューティガレージ,2026-04-30,外国法人等 個人,50,81,0.063
3180,株式会社ビューティガレージ,2026-04-30,個人その他,"7,964","78,698",61.778
3180,株式会社ビューティガレージ,2026-04-30,計,"8,171","127,387",100
3180,株式会社ビューティガレージ,2026-04-30,単元未満株式の状況(株),,"13,300",
3181,株式会社買取王国,2026-02-28,政府及び地方公共団体,,,
3181,株式会社買取王国,2026-02-28,金融機関,2,118,0.32
3181,株式会社買取王国,2026-02-28,金融商品取引業者,21,"3,411",9.28
3181,株式会社買取王国,2026-02-28,その他の法人,19,"13,951",37.96
3181,株式会社買取王国,2026-02-28,外国法人等 個人以外,10,935,2.54
3181,株式会社買取王国,2026-02-28,外国法人等 個人,1,2,0.00
3181,株式会社買取王国,2026-02-28,個人その他,"1,768","18,329",49.88
3181,株式会社買取王国,2026-02-28,計,"1,821","36,746",100.00
3181,株式会社買取王国,2026-02-28,単元未満株式の状況(株),,"6,350",
3182,オイシックス・ラ・大地株式会社,2026-03-31,政府及び地方公共団体,,,
3182,オイシックス・ラ・大地株式会社,2026-03-31,金融機関,9,"52,099",14.12
3182,オイシックス・ラ・大地株式会社,2026-03-31,金融商品取引業者,20,"4,988",1.35
3182,オイシックス・ラ・大地株式会社,2026-03-31,その他の法人,95,"26,069",7.07
3182,オイシックス・ラ・大地株式会社,2026-03-31,外国法人等 個人以外,86,"118,171",32.14
3182,オイシックス・ラ・大地株式会社,2026-03-31,外国法人等 個人,37,412,0.11
3182,オイシックス・ラ・大地株式会社,2026-03-31,個人その他,"14,732","167,173",45.31
3182,オイシックス・ラ・大地株式会社,2026-03-31,計,"14,979","368,912",100.00
3182,オイシックス・ラ・大地株式会社,2026-03-31,単元未満株式の状況(株),,"48,800",
3183,ウイン・パートナーズ株式会社,2026-03-31,政府及び地方公共団体,,,
3183,ウイン・パートナーズ株式会社,2026-03-31,金融機関,9,"21,210",6.96
3183,ウイン・パートナーズ株式会社,2026-03-31,金融商品取引業者,18,"1,542",0.51
3183,ウイン・パートナーズ株式会社,2026-03-31,その他の法人,120,"107,875",35.40
3183,ウイン・パートナーズ株式会社,2026-03-31,外国法人等 個人以外,26,"27,230",8.94
3183,ウイン・パートナーズ株式会社,2026-03-31,外国法人等 個人,27,31,0.01
3183,ウイン・パートナーズ株式会社,2026-03-31,個人その他,"22,417","146,804",48.18
3183,ウイン・パートナーズ株式会社,2026-03-31,計,"22,617","304,692",100
3183,ウイン・パートナーズ株式会社,2026-03-31,単元未満株式の状況(株),,"34,110",
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,政府及び地方公共団体,,,
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,金融機関,5,"1,141",5.44
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,金融商品取引業者,10,"1,308",6.23
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,その他の法人,27,"5,896",28.10
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,外国法人等 個人以外,10,66,0.32
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,外国法人等 個人,,,
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,個人その他,483,"12,570",59.91
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,計,535,"20,981",100.00
3184,ＩＣＤＡホールディングス株式会社,2026-03-31,単元未満株式の状況(株),,"1,900",
3185,夢展望株式会社,2026-03-31,政府及び地方公共団体,,,
3185,夢展望株式会社,2026-03-31,金融機関,2,476,0.26
3185,夢展望株式会社,2026-03-31,金融商品取引業者,19,"19,376",10.55
3185,夢展望株式会社,2026-03-31,その他の法人,30,"83,965",45.73
3185,夢展望株式会社,2026-03-31,外国法人等 個人以外,22,"1,375",0.75
3185,夢展望株式会社,2026-03-31,外国法人等 個人,67,344,0.19
3185,夢展望株式会社,2026-03-31,個人その他,"9,011","78,083",42.52
3185,夢展望株式会社,2026-03-31,計,"9,151","183,619",100.0
3185,夢展望株式会社,2026-03-31,単元未満株式の状況（株）,,"4,200",
3186,株式会社ネクステージ,2025-11-30,政府及び地方公共団体,,,
3186,株式会社ネクステージ,2025-11-30,金融機関,19,"154,727",19.14
3186,株式会社ネクステージ,2025-11-30,金融商品取引業者,21,"27,327",3.38
3186,株式会社ネクステージ,2025-11-30,その他の法人,50,"295,158",36.50
3186,株式会社ネクステージ,2025-11-30,外国法人等 個人以外,162,"220,472",27.26
3186,株式会社ネクステージ,2025-11-30,外国法人等 個人,19,71,0.01
3186,株式会社ネクステージ,2025-11-30,個人その他,"4,761","110,881",13.71
3186,株式会社ネクステージ,2025-11-30,計,"5,032","808,636",100.00
3186,株式会社ネクステージ,2025-11-30,単元未満株式の状況(株),,"14,300",
3187,株式会社ミラタップ,2025-09-30,政府及び地方公共団体,,,
3187,株式会社ミラタップ,2025-09-30,金融機関,2,560,0.3
3187,株式会社ミラタップ,2025-09-30,金融商品取引業者,15,"6,922",3.6
3187,株式会社ミラタップ,2025-09-30,その他の法人,38,"48,528",25.2
3187,株式会社ミラタップ,2025-09-30,外国法人等 個人以外,17,"15,715",8.2
3187,株式会社ミラタップ,2025-09-30,外国法人等 個人,28,419,0.2
3187,株式会社ミラタップ,2025-09-30,個人その他,"4,141","120,418",62.5
3187,株式会社ミラタップ,2025-09-30,計,"4,241","192,562",100.0
3187,株式会社ミラタップ,2025-09-30,単元未満株式の状況（株）,,"7,100",
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,政府及び地方公共団体,,,
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,金融機関,1,107,0.028
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,金融商品取引業者,14,"5,105",1.347
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,その他の法人,43,"244,965",64.656
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,外国法人等 個人以外,35,"12,276",3.240
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,外国法人等 個人,47,"5,435",1.434
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,個人その他,"4,251","110,982",29.292
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,計,"4,391","378,870",100.000
3189,株式会社ＡＮＡＰホールディングス,2025-08-31,単元未満株式の状況(株),,"6,500",
3190,株式会社ホットマン,2026-03-31,政府及び地方公共団体,,,
3190,株式会社ホットマン,2026-03-31,金融機関,2,"3,100",4.26
3190,株式会社ホットマン,2026-03-31,金融商品取引業者,11,214,0.29
3190,株式会社ホットマン,2026-03-31,その他の法人,85,"29,537",40.62
3190,株式会社ホットマン,2026-03-31,外国法人等 個人以外,7,144,0.20
3190,株式会社ホットマン,2026-03-31,外国法人等 個人,7,14,0.02
3190,株式会社ホットマン,2026-03-31,個人その他,"7,287","39,710",54.61
3190,株式会社ホットマン,2026-03-31,計,"7,399","72,719",100.00
3190,株式会社ホットマン,2026-03-31,単元未満株式の状況（株）,,"3,600",
3191,株式会社ジョイフル本田,2025-06-20,政府および地方公共団体,,,
3191,株式会社ジョイフル本田,2025-06-20,金融機関,22,"158,648",24.88
3191,株式会社ジョイフル本田,2025-06-20,金融商品取引業者,19,"10,385",1.62
3191,株式会社ジョイフル本田,2025-06-20,その他の法人,272,"82,947",13.00
3191,株式会社ジョイフル本田,2025-06-20,外国法人等 個人以外,133,"58,424",9.16
3191,株式会社ジョイフル本田,2025-06-20,外国法人等 個人,101,181,0.02
3191,株式会社ジョイフル本田,2025-06-20,個人その他,"47,878","327,031",51.28
3191,株式会社ジョイフル本田,2025-06-20,計,"48,425","637,616",100.00
3191,株式会社ジョイフル本田,2025-06-20,単元未満株式の状況(株),,"23,012",
3192,株式会社白鳩,2025-11-30,政府及び地方公共団体,,,
3192,株式会社白鳩,2025-11-30,金融機関,2,76,0.11
3192,株式会社白鳩,2025-11-30,金融商品取引業者,19,"3,121",4.68
3192,株式会社白鳩,2025-11-30,その他の法人,14,"34,591",51.88
3192,株式会社白鳩,2025-11-30,外国法人等 個人以外,16,570,0.85
3192,株式会社白鳩,2025-11-30,外国法人等 個人,5,192,0.29
3192,株式会社白鳩,2025-11-30,個人その他,"1,440","28,126",42.19
3192,株式会社白鳩,2025-11-30,計,"1,496","66,676",100.00
3192,株式会社白鳩,2025-11-30,単元未満株式の状況(株),,"2,100",
3193,株式会社エターナルホスピタリティグループ,2025-07-31,政府及び地方公共団体,,,
3193,株式会社エターナルホスピタリティグループ,2025-07-31,金融機関,10,"19,789",17.05
3193,株式会社エターナルホスピタリティグループ,2025-07-31,金融商品取引業者,16,758,0.65
3193,株式会社エターナルホスピタリティグループ,2025-07-31,その他の法人,99,"15,261",13.15
3193,株式会社エターナルホスピタリティグループ,2025-07-31,外国法人等 個人以外,63,"6,668",5.75
3193,株式会社エターナルホスピタリティグループ,2025-07-31,外国法人等 個人,53,115,0.10
3193,株式会社エターナルホスピタリティグループ,2025-07-31,個人その他,"13,545","73,473",63.30
3193,株式会社エターナルホスピタリティグループ,2025-07-31,計,"13,786","116,064",100.0
3193,株式会社エターナルホスピタリティグループ,2025-07-31,単元未満株式の状況（株）,,"15,900",
3195,株式会社ジェネレーションパス,2025-10-31,政府及び地方公共団体,,,
